0 0 0 
28.9694 15.8985 -0.0348689 
57.9389 31.7969 -0.0697379 
86.9083 47.6954 -0.104607 
115.878 63.5939 -0.139476 
155.362 87.1681 -0.15691 
194.847 110.742 -0.174345 
239.59 138.154 -0.183062 
284.332 165.567 -0.191779 
339.59 200.654 -0.183062 
394.847 235.742 -0.174345 
455.362 274.668 -0.15691 
515.878 313.594 -0.139476 
586.908 360.195 -0.104607 
657.939 406.797 -0.0697379 
728.969 453.398 -0.0348689 
800 500 0 

